Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Applies to Residential Generators Eligible to be Served by Municipal Program,Applies to Residential Generators not Eligible to be Served by the Municipal Program,Applies to Commercial Generators,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Applies to Haulers Serving Residential Generators Eligible to be Served by Municipal Program,Applies to Haulers Serving Residential Generators Not Eligible to be Served by Municipal Program,Applies to Commercial Generators,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2019,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,"Propane tanks 
1 lb.",Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex paint,Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Bags,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2018?,How many events?,Regional,Reciprocal,,
Milton,Hillary Waite,9509,8766,9325,Curbside,,,Curbside,Weekly,Yes,Yes,64,None,15,,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,5871.7,Yes,0,Yes,52,81.9,3359.82,,,,,,116.33,45.67,,23.57,,,341.62,25.06,,Year Round,Year Round,Once a Month,0,Year Round,Once a Month,Once a Month,Once a Month,Year Round,Year Round,Year Round,1 or 2,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,Year Round,Year Round,0,Once a Month,0,Once a Month,Yes,1,No,No,,
Monroe,Linda Cernik,73,73,73,Curbside,,,Curbside,Weekly,Yes,,,None,,,Both,Neither,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.89,No,0,,,,0,,,,,,,,,,,,,,,1 or 2,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Between 3 & 10,1 or 2,1 or 2,1 or 2,1 or 2,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,0,Between 3 & 10,0,1 or 2,0,1 or 2,No,,,,,
Monson,Kate Baker,3881,2963,2963,Curbside,,,Curbside,Bi-weekly,,,,None,,,Both,Both,Neither,Neither,,Yes,,,,280,,,,Yes,7,32,,Yes,,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,,,,2362.28,Yes,0,No,,,,,,318.85,212.57,,,2.23,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Year Round,0,0,0,0,No,,,,,
Montague,Jan Ameen,2606,2606,2606,Curbside,,,Both,Weekly,,,,None,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,1186.55,No,180.08,Yes,,64,,,,317.78,228.23,,54.28,,,,,,100,17.75,,Year Round,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,1 or 2,1 or 2,1 or 2,0,Year Round,No,,,,,
Monterey,Melissa Noe,845,748,740,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Both,Neither,Yes,,Yes,,,,70,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,No,,,,,,Yes,,Yes,211.35,No,59.97,Yes,,175,0,0,0,76.24,,,16.47,1.3,,5.5,,1.8,,3.05,59.97,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,No,,,,,
Montgomery,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Washington,Ellie Lovejoy,146,146,146,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,,Yes,,,,200,,,,,,,,,,Yes,Yes,,,Yes,,No,,,,,,,,Yes,53.18,No,11.29,Yes,,59.99,0,0,0,10.59,8.79,,,,,0.36,,,,,,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,No,,,,,
Nahant,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nantucket,Graeme Durovich,8582,8582,8582,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Both,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,43,Yes,Yes,Yes,Yes,Yes,Yes,,4222.88,No,0,No,,,0,0,864.03,0,2084.93,,840.65,,579.76,163.1,,7507.84,14012.13,3.23,9403.3,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,0,0,Between 3 & 10,Between 3 & 10,Year Round,Between 3 & 10,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,0,0,0,0,0,0,0,Yes,6,Yes,No,,
Natick,Thomas Hladick,13420,10545,10545,Curbside,,,Both,Bi-weekly,Yes,Yes,35,Curbside,6,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,6163,Yes,0,Yes,,,3620,,228.15,82.74,,34.27,289.7,4.49,,,,,4350,23.91,,Year Round,0,0,0,Year Round,Year Round,Year Round,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,1,Yes,Yes,,
Needham,Gregory Smith,9585,5229,7336,Drop-off,,,Drop-off,,Yes,,,None,,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,Yes,Yes,,,Yes,,Yes,5221,Yes,0,Yes,,68.18,271,0,394,1219,729,0,464,200,,,,,6834,13,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,,
New Ashford,Linda Cernik,92,0,40,None,,,Drop-off,,,,,None,,,Recycling,Neither,Neither,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,,,,,,7.71,3.47,,7.72,,,,,,,1.95,,1 or 2,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Between 3 & 10,0,1 or 2,0,1 or 2,No,,,,,
New Bedford,Marissa Perez-Dormitzer,39491,36394,36394,Curbside,Yes,65,Both,Weekly,Yes,Yes,65,None,37,52,Both,Both,Both,Neither,Yes,,,,,,,,,Yes,1,65,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,128,,,,,,,Yes,28178.8,No,385.27,No,,,8019.32,,689.89,4.5,,12.48,351.12,164.45,,1.18,,,6217.37,53.27,102.72,Year Round,1 or 2,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Yes,2,Yes,No,,
New Braintree,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Marlborough,Sharon Fleck,940,242,242,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Neither,Both,Both,,,Yes,,,,125,,,,,,,,,,,,,,,,,,,,,Yes,,,221,No,0,Yes,,78,107,,,,,,11,,,,,,,,65,0,Year Round,Year Round,Year Round,1 or 2,Year Round,0,0,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,0,Year Round,1 or 2,Year Round,0,0,0,0,0,0,0,No,,,,,
New Salem,Jan Ameen,426,258,258,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,30,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,Yes,,Yes,137.75,No,36.63,Yes,,77,,,,47.17,32.59,,,1.83,,,,3.2,,,,1 or 2,1 or 2,Year Round,Year Round,Once a Month,Year Round,1 or 2,1 or 2,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,1 or 2,No,,,,,
Newbury,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newburyport,Molly Ettenborough,8012,7812,7812,Curbside,,,Curbside,Bi-weekly,Yes,Yes,64,Both,5,36,Both,Both,Both,Neither,Yes,,,,,,,,,Yes,3,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,,,,,Yes,,Yes,5525,Yes,0,Yes,52,67.35,2324,,,,,,37.8,56.32,,11.08,14.94,76.47,990,32.54,,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,Yes,1,Yes,Yes,,
Newton,Waneta Trabert,31139,28500,28500,Curbside,Yes,64,Both,Weekly,Yes,Yes,64,None,36,,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,1,64,Yes,Yes,Yes,,,,,,,,,,,,,Yes,,Yes,17853.22,Yes,0,Yes,260,68.18,9495.96,,,,,65.34,359.18,,,,,20.4,,68.74,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Once a Week,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,22,No,No,,
Norfolk,Robert J. McGhee,3773,1068,1068,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,,,Yes,,Yes,,65,,Yes,,,,,,,,,,,,,,,,,,,,,,529,No,279,Yes,,,0,94.95,103.15,0,167.52,26.29,2.52,9,62.19,,,,457,6.44,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,26,No,Yes,,
North Adams,Michael Canales,5366,5366,5366,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Both,,Yes,,,Yes,60,,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,,,,4115.15,Yes,0,Yes,,,,,,190.17,51.92,,1.12,,155.58,,,,,26.1,,0,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,0,0,0,0,0,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Yes,1,No,No,,
North Andover,Jim Stanford,11400,8300,8300,Curbside,,,Curbside,Weekly,Yes,,,None,7,32,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8533.35,Yes,0,Yes,52,66.23,2393.21,,,,,,,17.82,,,,,,,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,0,0,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,Year Round,Year Round,Yes,2,Yes,Yes,,
North Attleborough,Michele Bernier,11008,8926,8966,Both,,,Both,Weekly,Yes,Yes,96,None,6,37,Both,Both,Neither,Neither,,Yes,,,Yes,225,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,Yes,Yes,Yes,Yes,,,Yes,4603.09,Yes,0,Yes,,79,2961.73,,25.68,8.14,2.88,,87.8,0.88,13.33,9.02,,,687.3,14,104.01,1 or 2,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,1 or 2,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,Year Round,Year Round,Yes,2,No,No,,
North Brookfield,Brian Tessie,2315,1109,1109,Drop-off,,,Drop-off,,,,,None,,52,Both,Recycling,Both,Neither,,Yes,,,Yes,60,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,Yes,12,Yes,,Yes,Yes,Yes,,,595,Yes,0,Yes,,85,,,49.14,87.1,40.84,,4,3.5,,,,,110,2.39,47.63,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,1 or 2,Yes,1,Yes,No,,
North Reading,Patrick Bower,5022,5022,5022,Curbside,,,Curbside,Weekly,,,,None,4,32,Both,Both,Neither,Neither,Yes,Yes,,,,272,,,,Yes,2,35,,Yes,,,,,,,,,,,,,,,,Yes,4430,Yes,0,Yes,52,70,,,,608,558,0.75,163.08,,,,,,100,127.36,,1 or 2,1 or 2,Once a Week,Once a Week,Once a Month,Once a Week,1 or 2,1 or 2,1 or 2,1 or 2,Once a Week,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Once a Week,Year Round,Once a Week,1 or 2,Once a Week,Once a Week,1 or 2,Yes,1,No,No,,
Northampton,Susan Waite,12147,2858,2858,Drop-off,,,Drop-off,,,,,Drop-off,,52,Neither,Neither,Both,Neither,,,Yes,,Yes,,25,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,,Yes,828.88,No,87.11,Yes,,71.3,,,,617.94,423.61,5.57,94.89,8.51,0.53,,,179.78,234,3.93,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,,
Northborough,Fred Litchfield,5916,4943,4896,Curbside,,,Curbside,Bi-weekly,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,1918.8,Yes,0,Yes,104,68.18,1162.26,,,,,0.75,13.59,29.58,,,,,344.68,,,1 or 2,0,0,0,0,Year Round,0,0,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,Year Round,1 or 2,1 or 2,0,1 or 2,Yes,1,No,No,,
Northbridge,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northfield,Jan Ameen,1140,831,831,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,20,,Yes,,,,,,,,,,,,,,,,,,,Yes,,Yes,384.13,No,0,,,77,,,,118.73,82.79,,40.2,5.36,,,,56,,4.02,,Year Round,1 or 2,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,No,,,,,
Norton,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwell,Benjamin Margro,3520,3520,3520,Curbside,Yes,35,Both,Weekly,Yes,Yes,64,None,,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,Yes,No,,,,,,,,,2508.31,Yes,0,No,2,78.37,1441.45,,,,,,530.62,9.04,,,,,,47.3,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,Between 3 & 10,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,0,Year Round,Yes,1,No,Yes,,
Norwood,Mark Ryan,13104,9580,9580,Curbside,Yes,64,Both,Bi-weekly,Yes,Yes,96,Drop-off,38,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,2,64,Yes,Yes,No,,,,,,,,,,,,,,,Yes,5960,No,329,Yes,156,86.1,4277,,,,,25.23,46.9,55.65,,22.72,,,141.48,,,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Once a Week,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,Once a Week,0,Year Round,Once a Week,Once a Week,0,1 or 2,Yes,2,No,No,,
Oak Bluffs,Richard Combra Jr,2923,2790,1982,Both,,,Drop-off,,,,,None,,52,Both,Trash,Neither,Neither,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,739.45,No,0,,,146.5,,61.56,66.02,,171.3,,,,,,,,,,,Between 3 & 10,0,1 or 2,0,Between 3 & 10,Year Round,0,0,Between 3 & 10,Between 3 & 10,0,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,No,,,,,
Oakham,Ashley Sturges,652,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,
Orange,Jan Ameen,2464,1092,1092,Drop-off,,,Drop-off,,Yes,,,Drop-off,,52,Both,Recycling,Neither,Neither,Yes,,Yes,,Yes,,32,,Yes,,,,,,,Yes,Yes,Yes,,,,,,Yes,,Yes,,Yes,,Yes,522,No,153.43,Yes,,78,283.06,,,,,,23.66,4.64,,,,6,75,8.83,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,Yes,1,Yes,Yes,,
Orleans,Ron Trudeau,5362,3825,3825,Drop-off,,,Drop-off,,,,,None,,52,Recycling,Recycling,Recycling,Recycling,Yes,Yes,Yes,Yes,,125,0,5,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,1990.9,Yes,0,Yes,,59.23,,,166.96,191.04,15.03,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,No,Yes,,
Otis,James Crandall,1701,1200,1200,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Both,Yes,Yes,,,,50,,,,,,,,,,Yes,Yes,,Yes,Yes,,Yes,32,,,,,,Yes,,583.92,No,200.58,Yes,,77,,,,82.49,69.35,5.12,75.35,1.94,,,,,3.75,6.81,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,Year Round,Year Round,Year Round,0,Year Round,No,,,,,
Oxford,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmer,Chrissy Florence,4255,0,4255,None,,,Drop-off,,,,,None,,24,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,0,No,0,No,,,,,,95,49,,,,,,,,,,,0,1 or 2,1 or 2,1 or 2,1 or 2,0,0,0,1 or 2,1 or 2,0,0,1 or 2,0,1 or 2,1 or 2,1 or 2,0,Year Round,Year Round,Year Round,Year Round,0,0,Yes,1,Yes,No,,
Paxton,Sheryl Lombardi,1573,1573,1573,Curbside,,,Both,Weekly,,Yes,18,None,,52,Both,Neither,Neither,Neither,,Yes,,,,177.6,,,,Yes,5,32,,Yes,,Yes,Yes,,,,Yes,,,,,,,Yes,,Yes,1262,No,0,,,68.18,5.9,,2.4,2.9,0.6,1.33,6.28,0.27,,2.01,,,,3.92,,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,6,Yes,No,,
Peabody,Bert Maria,17401,14000,14000,Both,,,Both,Weekly,,,,None,14,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,36,,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,17054.43,Yes,0,No,,65.8,,,,1850.75,1536.18,,1105.3,48.58,,,,,3227.7,121.53,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,Yes,Yes,,
Pelham,-- DID NOT REPORT --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pembroke,Edwin J. Thorne,6500,6500,6500,Curbside,Yes,64,Both,Weekly,Yes,Yes,64,None,,52,Both,Recycling,Neither,Neither,,Yes,,,,280,,,,Yes,2,64,,,,,,,,,,,,,,,,Yes,Yes,,5251.7,Yes,0,Yes,,56.38,11,,22,2,35,14,56,3,65,4,3,0,1800,35,3,Once a Week,Once a Week,Once a Week,Once a Week,1 or 2,Once a Week,Once a Week,Once a Week,1 or 2,1 or 2,1 or 2,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Once a Week,Yes,2,No,No,,
Pepperell,Brynn Montesanti,4521,1701,1701,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,,,Yes,Yes,Yes,,90,20,Yes,,,,,,,,,,,,,,,,,,,,,Yes,871.86,Yes,0,Yes,,,,,,,199.9,,,,,,,,,,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 3 & 10,Year Round,0,0,0,0,No,,,,,
Peru,Linda Cernik,380,333,333,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,60,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,205,No,12.52,Yes,,,,,,23.89,18.76,,25.79,,,,,,,1.05,,Year Round,Between 3 & 10,Between 3 & 10,Between 3 & 10,1 or 2,Year Round,1 or 2,1 or 2,1 or 2,1 or 2,Between 3 & 10,Between 3 & 10,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Between 3 & 10,0,1 or 2,0,1 or 2,No,,,,,
Petersham,Fifi Scoufopoulos,489,336,336,Drop-off,,,Drop-off,,,,,None,,,Both,Recycling,Neither,Neither,Yes,,Yes,,Yes,,25,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,205.18,Yes,0,Yes,,100,,,,58.04,39.11,,9.2,1.53,,,,,,,,Year Round,Once a Week,0,0,Year Round,Year Round,Once a Week,Once a Week,1 or 2,0,1 or 2,1 or 2,Once a Week,1 or 2,Once a Week,1 or 2,1 or 2,0,0,Once a Week,Once a Week,Once a Week,0,Once a Week,No,,,,,
Phillipston,Ruth French,797,466,466,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Both,Both,Neither,Yes,Yes,,,Yes,12.5,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,175.74,No,4.8,Yes,,125,87.05,,,,,,16.31,3.8,,,,,,1.81,,Year Round,Year Round,Year Round,Year Round,1 or 2,Year Round,Year Round,Year Round,1 or 2,0,1 or 2,1 or 2,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,
Pittsfield,David Morales,19369,17522,17552,Both,,,Both,Weekly,,,,None,0,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,14884.65,Yes,0,Yes,,87.15,,,,1114.97,680,,162.65,,,,,,552.54,,,Year Round,Year Round,0,Year Round,0,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,Year Round,0,No,,,,,
