Municipality Name,Contact Name,Total Number of Households,Households Served by Municipal Trash Program,Households Served by Municipal Recycling Program,Trash Service Type,Carts for Trash,Trash Cart size,Recycling Service Type,Recycling Collection Frequency,SS Recycling,Carts for Recycling,Recycling Cart Size,Food Waste Service Type, # of weeks collected curbside,Weeks the drop-off center open to residents,Municipal Buildings Trash and Recycling Service,School Trash and Recycling Service,Business Trash and Recycling Service,Non-resident Trash and Recycling Service,Solid Waste program funded by property tax?,Solid Waste program funded by annual fee?,Solid Waste program funded by transfer station access fee?,Solid Waste program funded by per-visit fee?,Solid Waste program funded by PAYT/ SMART revenue?,What is the annual fee?,What is the transfer station access fee?,What is the per-visit fee?,PAYT/ SMART,Enforced Trash Limits at Curb,Maximum # bags/ barrels per week,Barrel size in gallons (eg 32 64 etc),Trash Enforced by Muni,Trash Enforced by Hauler,Dedicated Trash Enforcement Personnel,Enforced Mandatory Recycling,Applies to Residential Generators Eligible to be Served by Municipal Program,Applies to Residential Generators not Eligible to be Served by the Municipal Program,Applies to Commercial Generators,Recycling Enforced by Muni,Recycling Enforced by Hauler,Dedicated Mandatory Recycling Enforcement Personnel,# Hours Enforcement Personnel on Street,Private Hauler regulations that require recycling,Applies to Haulers Serving Residential Generators Eligible to be Served by Municipal Program,Applies to Haulers Serving Residential Generators Not Eligible to be Served by Municipal Program,Applies to Commercial Generators,Swap-Shop,Reuse area at transfer station/ recycling center?,Compost Bin Distribution Program,Trash Disposal Tonnage,Does trash disposal tonnage include bulky waste?,Bulky waste tonnage,Fee for bulky waste?,"Annual Bulky 
Waste 
Limit",Tip Fee as of 1/1/2020,Tons Single Stream Recyclables,Newspaper,Cardboard,Mixed Paper,Commingled,Bulky Rigid Plastic,Scrap Metal / White Goods,Textiles/Used Clothing,Wood,Mattresses,Carpet,Food Waste,Yard Waste,E-Waste,C&D,Auto batteries,Auto tires,TVs and Computers,Other electronics (DVD/VCR phones stereos etc),Waste/Used engine oil,Household batteries,"Propane tanks 
1 lb.",Propane tanks  20 lb.,Anti-freeze,Used oil filters,Latex paint,Oil based paint,Fluorescent lamps/CFLs,Button batteries,Thermostats,Thermometers,Other products containing mercury,Expanded Polystyrene,Medical Waste (Sharps),Textiles/Used Clothing,Bulky Rigid Plastic,Books/Media,Plastic Film,Fire Extinguishers,Did your municipality host comprehensive household hazardous waste collection events in 2019?,How many events?,Regional,Reciprocal,,,,,,,,,,,,,,,
Millis,James F. McKay,3517,831,831,Drop-off,,,Drop-off,,Yes,,,None,,52,Recycling,Recycling,Recycling,Neither,,,,,,,,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,,,,,,,,434.28,No,0,Yes,,68.97,,,,124.69,67.79,2,33.16,,5.22,1.49,1,,,,,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Between 6 & 11,Year Round,0,0,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,Year Round,Year Round,0,0,No,,,,,,,,,,,,,,,,,,
Millville,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milton,Hillary Waite,9536,8918,9376,Curbside,Yes,35,Both,Weekly,Yes,Yes,64,None,11,,Both,Both,Recycling,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,6000.04,Yes,,Yes,52,95,3471.12,,,,,,101.16,50.12,,20.52,,,314.87,24.03,,Year Round,Year Round,Once a Month,0,Year Round,Once a Month,Once a Month,Once a Month,Year Round,Year Round,0,< 6,Once a Month,Once a Month,Once a Month,Once a Month,Once a Month,0,Year Round,Year Round,0,Once a Month,0,Once a Month,Yes,1,No,No,,,,,,,,,,,,,,,
Monroe,Linda Cernik,73,73,73,Curbside,,,Curbside,Weekly,Yes,,,None,,,Both,Neither,Both,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,53.2,No,0,,,110,3.25,,,,,,1,,,,,,,,,Year Round,Year Round,< 6,< 6,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,< 6,< 6,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Monson,Kate Baker,3881,2962,2962,Curbside,,,Curbside,Bi-weekly,,,,None,,,Both,Both,Neither,Neither,,Yes,,,,310,,,,Yes,7,32,,Yes,,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,2388,Yes,,No,,,268,0,,90,109,,,8.97,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Year Round,Year Round,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Montague,Jan Ameen,2611,2611,2611,Curbside,,,Both,Weekly,,,,None,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,No,Yes,Yes,,,,,,,,,,,,Yes,1217.06,No,224.66,Yes,,85,,,,270.62,219.6,,65.85,,,,,,100,18.37,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,< 6,< 6,< 6,0,Year Round,No,,,,,,,,,,,,,,,,,,
Monterey,Melissa Noe,845,748,740,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Both,Neither,Yes,,Yes,,,,65,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,Yes,,Yes,199.31,No,66.32,Yes,,,,,,79.83,52.09,1.59,16.13,0.88,,2.23,,167.25,,0,66,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,< 6,< 6,< 6,Year Round,Year Round,Year Round,,< 6,No,,,,,,,,,,,,,,,,,,
Montgomery,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Washington,Ellie Lovejoy,146,146,146,Drop-off,,,Drop-off,,,,,None,,,Both,Neither,Neither,Both,,Yes,,,,250,,,,,,,,,,No,Yes,,,,,,,,,,,,,,25.11,No,6.04,No,,104.74,,,,10.54,9.49,0,6.04,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Nahant,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nantucket,Graeme Durovich,8871,8871,8871,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Both,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,43,Yes,Yes,Yes,Yes,Yes,Yes,,11397.73,No,0,No,,,,,1116,,2021.25,,808.76,,642.6,63.15,,,11101.1,36.07,9002,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,0,0,Between 6 & 11,Between 6 & 11,Year Round,Between 6 & 11,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Yes,6,No,No,,,,,,,,,,,,,,,
Natick,Thomas Hladick,134440,10565,10565,Curbside,,,Both,Bi-weekly,Yes,Yes,35,Curbside,6,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,6195.8,Yes,,Yes,,68.97,4225.6,,223,91.74,38.97,125.93,319.96,149.48,787.5,,,,353.7,17.71,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Yes,1,No,No,,,,,,,,,,,,,,,
Needham,Gregory Smith,8407,5349,5349,Drop-off,,,Drop-off,,Yes,,,Drop-off,,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,,No,,Yes,Yes,,,Yes,,,4544.85,Yes,,Yes,,68.97,232,0,422,1172,726,,478,195,,17.46,7,868,721,173.12,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
New Ashford,Linda Cernik,95,0,51,None,,,Drop-off,,,,,None,,,Recycling,Neither,Recycling,Neither,Yes,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,Yes,0,No,0,Yes,,,,,,4.01,3.94,,7.41,,,,,,,0.25,,Year Round,Year Round,Between 6 & 11,Between 6 & 11,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,< 6,Year Round,,Year Round,No,,,,,,,,,,,,,,,,,,
New Bedford,Marissa Perez-Dormitzer,39242,36394,36394,Curbside,Yes,65,Both,Weekly,Yes,Yes,65,None,37,52,Both,Both,Both,Neither,Yes,,,,,,,,,Yes,1,65,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,128,,,,,,,Yes,28706.81,No,1440.42,No,,,7009.68,,696,9.25,,27.27,515.32,132.31,,0.85,,,5481.11,64.04,128,Year Round,< 6,Year Round,0,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,0,Yes,2,Yes,No,,,,,,,,,,,,,,,
New Braintree,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Marlborough,Sharon Fleck,940,349,349,Drop-off,,,Drop-off,,Yes,,,None,,,Both,Neither,Both,Both,,,Yes,,,,150,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,226,No,83,Yes,,80,96,,,,,,10,,,,,,,1,,0,Year Round,Year Round,Year Round,0,Year Round,0,0,< 6,< 6,0,< 6,< 6,Year Round,Year Round,< 6,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
New Salem,Jan Ameen,423,264,264,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,20,,Yes,,,,,,,No,Yes,Yes,,,,,,,,,,Yes,,Yes,137.01,No,30.54,Yes,,79,,,,43.04,35.4,,18.39,1.05,,,,3.2,,,,< 6,< 6,Year Round,Year Round,Once a Month,Year Round,< 6,< 6,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,< 6,Year Round,0,< 6,No,,,,,,,,,,,,,,,,,,
Newbury,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newburyport,Molly Ettenborough,9720,7812,7812,Curbside,,,Curbside,Bi-weekly,Yes,Yes,64,Curbside,5,35,Both,Both,Both,Neither,Yes,,,,,,,,,Yes,3,32,,Yes,,Yes,Yes,,Yes,Yes,,No,,,,,,Yes,,Yes,5340,Yes,,Yes,12,68.7,2136,,,,,,34.63,147.97,9.32,10.2,,136.88,537.3,20.44,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,,Year Round,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Newton,Waneta Trabert,33500,28500,28500,Curbside,Yes,64,Both,Weekly,Yes,Yes,64,Curbside,39,,Both,Both,Neither,Neither,Yes,,,,Yes,,,,,Yes,1,64,,Yes,,,,,,,,,,,,,,Yes,,Yes,17710.89,Yes,,Yes,,68.97,9274.92,,243,,,75.95,291.3,,,,,41.57,1331.1,63.74,84,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,18,No,No,,,,,,,,,,,,,,,
Norfolk,Barry Lariviere,3815,1062,1062,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,,,Yes,,Yes,,65,,Yes,,,,,,,,,,,,,,,,,,,,,,508,No,343,Yes,,,,83,95,,182,29,,9,65,,,,449,6.28,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,,Year Round,Yes,26,No,Yes,,,,,,,,,,,,,,,
North Adams,Michael Canales,5366,5366,5366,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Both,,,Yes,,Yes,,60,,Yes,,,,,,,,,,,,,,,,,,,,,,3882.27,Yes,,Yes,,,,,,158.66,87.97,,0.33,,0.85,,,,209.4,12.99,6,0,Year Round,Year Round,Year Round,0,0,Year Round,Year Round,< 6,< 6,Year Round,< 6,0,0,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Yes,1,No,No,,,,,,,,,,,,,,,
North Andover,Jim Stanford,11404,8304,8304,Curbside,,,Curbside,Weekly,Yes,,,None,7,32,Both,Both,Recycling,Neither,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8406.06,Yes,,Yes,52,68.23,2437.6,,,,,,,24.96,,,,,,,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,0,0,Year Round,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,0,Year Round,0,Year Round,Yes,2,Yes,Yes,,,,,,,,,,,,,,,
North Attleborough,Michele Bernier,11036,8963,9009,Both,,,Both,Weekly,Yes,Yes,96,None,6,37,Both,Both,Neither,Neither,,Yes,,,Yes,225,,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,Yes,Yes,Yes,Yes,,,,4688.25,Yes,,Yes,,82,2701.91,,24,1,2.96,,53.12,10,19.62,11.47,,,445.45,10.54,102,< 6,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,Year Round,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,Yes,2,No,No,,,,,,,,,,,,,,,
North Brookfield,Brian Tessie,2317,1109,1109,Drop-off,,,Drop-off,,,,,None,,52,Both,Both,Both,Neither,,,Yes,,Yes,,60,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,Yes,,Yes,Yes,Yes,,,602,Yes,,Yes,,87,,,52,70,42,,12,,19,,,,110,5,38,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,0,0,0,0,0,Yes,1,Yes,No,,,,,,,,,,,,,,,
North Reading,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton,Susan Waite,12147,2947,2947,Drop-off,,,Drop-off,,,,,Drop-off,,52,Both,Both,Both,Neither,,,Yes,,Yes,,25,,Yes,,,,,,,Yes,Yes,Yes,Yes,Yes,,No,,Yes,Yes,Yes,Yes,Yes,,Yes,864.66,No,80.17,Yes,,79.3,,,,505.11,301.18,3.49,103.27,9.77,,,,192.18,,5.4,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,Year Round,0,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Northborough,Fred Litchfield,5941,4943,4949,Curbside,,,Curbside,Bi-weekly,Yes,,,None,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,No,Yes,Yes,,,,,,Yes,Yes,,,,,Yes,1930,Yes,,Yes,104,68.97,1038,,,,,0.75,40.77,44.19,,,,,240.3,,,< 6,0,0,0,< 6,< 6,0,0,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,< 6,< 6,0,< 6,Yes,1,No,No,,,,,,,,,,,,,,,
Northbridge,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northfield,Jan Ameen,1142,830,830,Drop-off,,,Drop-off,,,,,Drop-off,,,Both,Neither,Neither,Neither,Yes,,Yes,,Yes,,20,,Yes,,,,,,,No,Yes,Yes,,,,,,,,,,Yes,,Yes,393.19,No,0,,,79,,,,112.14,85.83,,38.61,4.21,,,,56,,2.86,,Year Round,< 6,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,0,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,< 6,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Norton,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwell,Benjamin Margro,3651,3550,3550,Curbside,Yes,35,Both,Weekly,Yes,Yes,64,None,,52,Both,Both,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,Yes,Yes,,,Yes,Yes,No,,,,,,,,,2551.8,Yes,,No,2,80.34,1451.25,,,,,,112.3,11.91,,,,,108,19,,Year Round,Year Round,Year Round,Year Round,Once a Month,Year Round,Year Round,Year Round,Once a Month,Once a Month,Between 6 & 11,Once a Month,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,0,0,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Norwood,Mark Ryan,13341,9630,9630,Curbside,Yes,64,Both,Bi-weekly,Yes,Yes,96,Drop-off,38,50,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,2,64,Yes,Yes,No,,,,,,,,,,,,,,,Yes,6123,No,305,Yes,156,87.82,3983,,,,,30,53,58,,,,9,152.82,,,< 6,< 6,< 6,< 6,< 6,Once a Week,< 6,< 6,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Once a Week,0,Year Round,Once a Week,Once a Week,0,< 6,Yes,2,No,No,,,,,,,,,,,,,,,
Oak Bluffs,Richard Combra Jr,2959,2826,2005,Both,,,Drop-off,,,,,Drop-off,,52,Both,Neither,Neither,Neither,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,732,No,0,,,146.5,,75,68,,122,,,,,,,,,,,0,0,< 6,< 6,< 6,< 6,0,0,< 6,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,< 6,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Oakham,Ashley Sturges,660,0,0,None,,,None,,,,,None,,,Neither,Neither,Neither,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Orange,Jan Ameen,2471,1157,1157,Drop-off,,,Drop-off,,Yes,,,Drop-off,,52,Both,Recycling,Neither,Neither,Yes,,Yes,,Yes,,32,,Yes,,,,,,,No,Yes,Yes,,,,,,Yes,,Yes,,Yes,,Yes,516.16,No,184.81,Yes,,83,257.97,,,,,,25.67,4.08,,4.4,,7,80,9,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,Year Round,< 6,Year Round,0,Year Round,No,,,,,,,,,,,,,,,,,,
Orleans,Ron Trudeau,5362,3825,3825,Drop-off,,,Drop-off,,,,,None,,52,Recycling,Recycling,Recycling,Recycling,Yes,Yes,Yes,Yes,,125,0,5,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,2476,Yes,,Yes,,91.75,0,0,172,189,162,64,642,2.53,188,21.07,0,,625,134.88,540,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,,Year Round,Yes,1,No,Yes,,,,,,,,,,,,,,,
Otis,James Crandall,1701,1200,1200,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Both,Yes,Yes,,,,50,,,,,,,,,,Yes,Yes,,Yes,Yes,,No,,,,,,,Yes,,580.55,No,211.45,Yes,,90,,,,73.23,70.86,5.24,72.87,2.5,,,,,5.1,7.73,211,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,< 6,< 6,Year Round,Year Round,Year Round,,Year Round,No,,,,,,,,,,,,,,,,,,
Oxford,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmer,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton,Sheryl Lombardi,1578,1578,1578,Curbside,,,Both,Weekly,,,,None,,52,Both,Neither,Neither,Neither,,Yes,,,,177.6,,,,Yes,5,32,,Yes,,Yes,Yes,,,,Yes,,,,,,,,Yes,Yes,1338,No,0,Yes,,68.97,2.5,,,1.8,137,1.39,7.32,0.42,,2.01,,,,4.21,,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,Year Round,0,Year Round,Yes,6,Yes,No,,,,,,,,,,,,,,,
Peabody,Chris Ryder,17401,14000,14000,Both,,,Both,Weekly,,,,None,14,52,Both,Both,Neither,Neither,Yes,,,,,,,,,Yes,3,36,,Yes,,Yes,Yes,,,,Yes,,,,,,,,,,16608,Yes,,No,,67.12,,,,1818.11,1499.81,,13.88,6.56,,,,,2133,70,,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,0,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,Year Round,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Pelham,- - DID NOT REPORT - -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pembroke,Edwin J. Thorne,6773,6773,6773,Curbside,Yes,64,Both,Weekly,Yes,Yes,64,None,,52,Both,Recycling,Neither,Neither,,Yes,,,,280,,,,Yes,2,64,,,,,,,,,,,,,,,,Yes,Yes,,5421.29,Yes,,Yes,,93.75,1850,0,25,0,0,14,56,49,0,8.49,6,0,1800,21.4,45,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,0,Year Round,Year Round,Year Round,Year Round,0,Between 6 & 11,Yes,1,Yes,Yes,,,,,,,,,,,,,,,
Pepperell,Brynn Montesanti,4625,1420,1420,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Neither,Neither,,,Yes,Yes,Yes,,90,20,Yes,,,,,,,,,,,,,,,,,,,,,,828.85,Yes,,Yes,,70.75,0,0,59,77.45,40.72,,120.37,,,,,,,7.45,362,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Year Round,Between 6 & 11,Between 6 & 11,Between 6 & 11,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,0,Between 6 & 11,Year Round,0,0,0,0,No,,,,,,,,,,,,,,,,,,
Peru,Linda Cernik,380,335,335,Drop-off,,,Drop-off,,,,,None,,52,Both,Neither,Both,Neither,Yes,,Yes,,Yes,,75,,,,,,,,,No,Yes,,,,,,,,,,,,,Yes,185.75,No,8.44,Yes,,110,,,,23.87,15.06,,15.53,,,,,,,1.23,,Year Round,Year Round,Between 6 & 11,Between 6 & 11,< 6,Year Round,Year Round,Year Round,< 6,< 6,< 6,Between 6 & 11,Year Round,Year Round,Year Round,Year Round,Year Round,< 6,< 6,Year Round,< 6,Year Round,,Year Round,No,,,,,,,,,,,,,,,,,,
Petersham,Fifi Scoufopoulos,489,292,292,Drop-off,,,Drop-off,,,,,None,,,Both,Recycling,Neither,Neither,Yes,,Yes,,Yes,,25,,Yes,,,,,,,No,Yes,,,,,,,,,,,Yes,,,204.49,Yes,,Yes,,100,,,,51.76,38.88,,18.89,1.99,,,,,,0.21,,Year Round,Once a Week,0,0,Year Round,Year Round,Once a Week,Once a Week,< 6,0,< 6,< 6,Once a Week,< 6,Once a Week,< 6,< 6,0,0,Once a Week,Once a Week,Once a Week,0,Once a Week,No,,,,,,,,,,,,,,,,,,
Phillipston,Ruth French,798,376,376,Drop-off,,,Drop-off,,,,,None,,35,Both,Both,Both,Neither,Yes,Yes,,,Yes,20,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,185.15,No,4.98,Yes,,125,,,,42.44,69.88,,19.99,5.37,,,,,0.19,1.84,,Year Round,Year Round,Year Round,Year Round,< 6,Year Round,Year Round,Year Round,< 6,0,< 6,< 6,Year Round,Year Round,Year Round,Year Round,Year Round,0,Year Round,Year Round,0,Year Round,0,0,No,,,,,,,,,,,,,,,,,,
Pittsfield,Ricardo Morales,19369,17522,17522,Both,,,Both,Weekly,,,,None,0,52,Both,Both,Neither,Neither,Yes,,,,,,,,,,,,,,,No,Yes,Yes,,,,,,,,,,,,,15249.1,Yes,,Yes,,87.15,,,,1176.63,743.2,,74.78,,,,,,627.99,,,0,0,0,0,0,Year Round,Year Round,Year Round,0,0,0,0,Year Round,Year Round,Year Round,Year Round,Year Round,0,0,0,0,0,0,0,Yes,1,No,No,,,,,,,,,,,,,,,
